# Pyro MK1B Flight Data
# ID: SIM001
# Name: SimRkt
# Pyro1: delay 0
# Pyro2: fallen 200
# Units: ft
# Ground Pa: 100585
time_ms,pressure_pa,altitude_cm,state,thrust,event
40080,100477,906,6,0,
40100,100478,897,6,0,
40120,100478,897,6,0,
40140,100479,889,6,0,
40160,100480,880,6,0,
40180,100480,880,6,0,
40200,100481,872,6,0,
40220,100481,872,6,0,
40240,100482,864,6,0,
40260,100483,855,6,0,
40280,100483,855,6,0,
40300,100484,847,6,0,
40320,100484,847,6,0,
40340,100485,838,6,0,
40360,100485,838,6,0,
40380,100486,830,6,0,
40400,100487,822,6,0,
40420,100487,822,6,0,
40440,100488,813,6,0,
40460,100488,813,6,0,
40480,100489,805,6,0,
40500,100490,796,6,0,
40520,100490,796,6,0,
40540,100491,788,6,0,
40560,100491,788,6,0,
40580,100492,779,6,0,
40600,100493,771,6,0,
40620,100493,771,6,0,
40640,100494,763,6,0,
40660,100494,763,6,0,
40680,100495,754,6,0,
40700,100496,746,6,0,
40720,100496,746,6,0,
40740,100497,738,6,0,
40760,100497,738,6,0,
40780,100498,729,6,0,
40800,100498,729,6,0,
40820,100499,721,6,0,
40840,100500,712,6,0,
40860,100500,712,6,0,
40880,100501,704,6,0,
40900,100501,704,6,0,
40920,100502,696,6,0,
40940,100503,687,6,0,
40960,100503,687,6,0,
40980,100504,679,6,0,
41000,100504,679,6,0,
41020,100505,671,6,0,
41040,100506,662,6,0,
41060,100506,662,6,0,
41080,100507,654,6,0,
41100,100507,654,6,0,
41120,100508,645,6,0,
41140,100508,645,6,0,
41160,100509,637,6,0,
41180,100510,629,6,0,
41200,100510,629,6,0,
41220,100511,620,6,0,
41240,100511,620,6,0,
41260,100512,612,6,0,
41280,100513,603,6,0,
41300,100513,603,6,0,
41320,100514,595,6,0,
41340,100514,595,6,0,
41360,100515,587,6,0,
41380,100516,578,6,0,
41400,100516,578,6,0,
41420,100517,570,6,0,
41440,100517,570,6,0,
41460,100518,562,6,0,
41480,100518,562,6,0,
41500,100519,553,6,0,
41520,100520,545,6,0,
41540,100520,545,6,0,
41560,100521,536,6,0,
41580,100521,536,6,0,
41600,100522,528,6,0,
41620,100523,519,6,0,
41640,100523,519,6,0,
41660,100524,511,6,0,
41680,100524,511,6,0,
41700,100525,503,6,0,
41720,100526,494,6,0,
41740,100526,494,6,0,
41760,100527,486,6,0,
41780,100527,486,6,0,
41800,100528,477,6,0,
41820,100529,469,6,0,
41840,100529,469,6,0,
41860,100530,461,6,0,
41880,100530,461,6,0,
41900,100531,452,6,0,
41920,100531,452,6,0,
41940,100532,444,6,0,
41960,100533,435,6,0,
41980,100533,435,6,0,
42000,100534,427,6,0,
42020,100534,427,6,0,
42040,100535,419,6,0,
42060,100536,410,6,0,
42080,100536,410,6,0,
42100,100537,402,6,0,
42120,100537,402,6,0,
42140,100538,394,6,0,
42160,100539,385,6,0,
42180,100539,385,6,0,
42200,100540,377,6,0,
42220,100540,377,6,0,
42240,100541,369,6,0,
42260,100542,360,6,0,
42280,100542,360,6,0,
42300,100543,352,6,0,
42320,100543,352,6,0,
42340,100544,343,6,0,
42360,100544,343,6,0,
42380,100545,335,6,0,
42400,100546,327,6,0,
42420,100546,327,6,0,
42440,100547,318,6,0,
42460,100547,318,6,0,
42480,100548,310,6,0,
42500,100549,302,6,0,
42520,100549,302,6,0,
42540,100550,293,6,0,
42560,100550,293,6,0,
42580,100551,285,6,0,
42600,100552,276,6,0,
42620,100552,276,6,0,
42640,100553,268,6,0,
42660,100553,268,6,0,
42680,100554,259,6,0,
42700,100555,251,6,0,
42720,100555,251,6,0,
42740,100556,243,6,0,
42760,100556,243,6,0,
42780,100557,234,6,0,
42800,100557,234,6,0,
42820,100558,226,6,0,
42840,100559,217,6,0,
42860,100559,217,6,0,
42880,100560,209,6,0,
42900,100560,209,6,0,
42920,100561,201,6,0,
42940,100562,192,6,0,
42960,100562,192,6,0,
42980,100563,184,6,0,
43000,100563,184,6,0,
43020,100564,176,6,0,
43040,100565,167,6,0,
43060,100565,167,6,0,
43080,100566,159,6,0,
43100,100566,159,6,0,
43120,100567,150,6,0,
43140,100567,150,6,0,
43160,100568,142,6,0,
43180,100569,134,6,0,
43200,100569,134,6,0,
43220,100570,125,6,0,
43240,100570,125,6,0,
43260,100571,117,6,0,
43280,100572,108,6,0,
43300,100572,108,6,0,
43320,100573,100,6,0,
43340,100573,100,6,0,
43360,100574,92,6,0,
43380,100575,83,6,0,
43400,100575,83,6,0,
43420,100576,75,6,0,
43440,100576,75,6,0,
43460,100577,67,6,0,
43480,100578,58,6,0,
43500,100578,58,6,0,
43520,100579,50,6,0,
43540,100579,50,6,0,
43560,100580,42,6,0,
43580,100580,42,6,0,
43600,100581,33,6,0,
43620,100582,25,6,0,
43640,100582,25,6,0,
43660,100583,16,6,0,
43680,100583,16,6,0,
43700,100584,8,6,0,
43720,100585,0,6,0,
43740,100585,0,6,0,
43760,100586,0,6,0,
43780,100586,0,6,0,
43800,100587,0,6,0,
43820,100588,0,6,0,
43840,100588,0,6,0,
43860,100589,0,6,0,
43880,100589,0,6,0,
43900,100590,0,6,0,
43920,100591,0,6,0,
43940,100591,0,6,0,
43960,100592,0,6,0,
43980,100592,0,6,0,
44000,100593,0,6,0,
44020,100593,0,6,0,
44040,100594,0,6,0,
44060,100595,0,6,0,
44080,100595,0,6,0,
44100,100596,0,6,0,
44120,100596,0,6,0,
44140,100597,0,6,0,
44160,100598,0,6,0,
44180,100598,0,6,0,
44200,100599,0,6,0,
44220,100599,0,6,0,
44240,100600,0,6,0,
44260,100601,0,6,0,
44280,100601,0,6,0,
44300,100602,0,6,0,
44320,100602,0,6,0,
44340,100603,0,6,0,
44360,100604,0,6,0,
44380,100604,0,6,0,
44400,100605,0,6,0,
44420,100605,0,6,0,
44440,100606,0,6,0,
44460,100606,0,6,0,
44480,100607,0,6,0,
44500,100608,0,6,0,
44520,100608,0,6,0,
44540,100609,0,6,0,
44560,100609,0,6,0,
44580,100610,0,6,0,
44600,100611,0,6,0,
44620,100611,0,6,0,
44640,100612,0,6,0,
44660,100612,0,6,0,
44680,100613,0,6,0,
44700,100614,0,6,0,
44720,100614,0,6,0,
44740,100615,0,6,0,
44740,100615,0,6,0,LANDING
